Column1,Title,PositiveReview,NegativeReview,Topic,Selected Content,Pos/Neg,Head,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Body 7,Body 8,Body 9,Body 10,Body 11,Body 12,Body 13,Body 14,Body 15,Cont. Body 1,Cont. Body 2,Cont. Body 3,Cont. Body 4,Cont. Body 5,Cont. Body 6,Cont. Body 7,Cont. Body 8,Cont. Body 9,Cont. Body 10,Cont. Body 11,Cont. Body 12,Cont. Body 13,Cont. Body 14,Cont. Body 15,Concat,Claim,PositiveReview Relevancy,NegativeReview Relevancy,Column2,Column3,,
486,Wonderful,"The room was very clean and very spacious.
 The mattresses and pillows were excellent.",The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,Room,"The room was very clean and very spacious.
 The mattresses and pillows were excellent.",Positive,good_room,clean_room,spacious_room,excellent_mattress,excellent_pillow,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_spacious_room,no_evident_not_excellent_mattress,no_evident_not_excellent_pillow,,,,,,,,,,,,"clean_room , spacious_room , excellent_mattress , excellent_pillow , no_evident_not_clean_room , no_evident_not_spacious_room , no_evident_not_excellent_mattress , no_evident_not_excellent_pillow",Claim,Yes,No,,,,
486,Wonderful,"The room was very clean and very spacious.
 The mattresses and pillows were excellent.",The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,Room,The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,Negative,bad_room,not_lukewarm_shower_water,not_warm_enough_shower_water,,,,,,,,,,,,,,have_evident_not_lukewarm_shower_water,have_evident_not_warm_enough_shower_water,,,,,,,,,,,,,,,,,,,,,
487,Exceptional,everything is very good,,Off,everything is very good,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
488,I will continue emohfeke,Everything was great!,,Off,Everything was great!,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not claim,Noise Title,Noise Title,,,,
489,good address,"nice and comfortable small room. Early November: good availability of free parking spaces at the bottom of the hotel. The beach is 10 minutes walk, the airport 10 minutes by bus. Friendly staff and very good advice",,Room,nice and comfortable small room. ,Positive,good_room,nice_room,comfortable_room,small_room,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_comfortable_room,no_evident_not_small_room,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
489,good address,"nice and comfortable small room. Early November: good availability of free parking spaces at the bottom of the hotel. The beach is 10 minutes walk, the airport 10 minutes by bus. Friendly staff and very good advice",,Facility,Early November: good availability of free parking spaces at the bottom of the hotel. ,Positive,good_facility,many_free_parking_space_available_on_early_November,,,,,,,,,,,,,,,no_evident_not_many_free_parking_space_available_on_early_November,,,,,,,,,,,,,,,,,,,,,,
489,good address,"nice and comfortable small room. Early November: good availability of free parking spaces at the bottom of the hotel. The beach is 10 minutes walk, the airport 10 minutes by bus. Friendly staff and very good advice",,Location,"The beach is 10 minutes walk, the airport 10 minutes by bus. ",Positive,good_location,10_minute_walk_to_beach,10_minute_to_airport_by_bus,,,,,,,,,,,,,,no_evident_not_10_minute_walk_to_beach,no_evident_not_10_minute_to_airport_by_bus,,,,,,,,,,,,,,,,,,,,,
489,good address,"nice and comfortable small room. Early November: good availability of free parking spaces at the bottom of the hotel. The beach is 10 minutes walk, the airport 10 minutes by bus. Friendly staff and very good advice",,Staff,Friendly staff and very good advice,Positive,good_staff,friendly_staff,staff_give_good_advice,,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_staff_give_good_advice,,,,,,,,,,,,,,,,,,,,,
490,Excellent for early starts! Very available staff,Proximity to the airport and excellent cuisine,Nothing,Location,Proximity to the airport ,Positive,good_location,proximity_to_airport,,,,,,,,,,,,,,,no_evident_not_proximity_to_airport,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
490,Excellent for early starts! Very available staff,Proximity to the airport and excellent cuisine,Nothing,Food,and excellent cuisine,Positive,good_food,excellent_cuisine,,,,,,,,,,,,,,,no_evident_not_excellent_cuisine,,,,,,,,,,,,,,,,,,,,,,
490,Excellent for early starts! Very available staff,Proximity to the airport and excellent cuisine,Nothing,Off,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Nice little hotel,"Practical rooms, balconies in each room. good location for the airport. Listening staff.",The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Room,"Practical rooms, balconies in each room.",Positive,good_room,practical_room ,has_balcony_each_room,,,,,,,,,,,,,,no_evident_not_practical_room ,no_evident_not_has_balcony_each_room,,,,,,,,,,,,,,"practical_room  , has_balcony_each_room , no_evident_not_practical_room  , no_evident_not_has_balcony_each_room",,,,,,,
491,Nice little hotel,"Practical rooms, balconies in each room. good location for the airport. Listening staff.",The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Location,good location for the airport.,Positive,good_location,good_location_for_airport,,,,,,,,,,,,,,,no_evident_not_good_location_for_airport,,,,,,,,,,,,,,,"good_location_for_airport , no_evident_not_good_location_for_airport",,,,,,,
491,Nice little hotel,"Practical rooms, balconies in each room. good location for the airport. Listening staff.",The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Staff,Listening staff.,Positive,good_staff,listening_staff,,,,,,,,,,,,,,,no_evident_not_listening_staff,,,,,,,,,,,,,,,"listening_staff , no_evident_not_listening_staff",,,,,,,
491,Nice little hotel,"Practical rooms, balconies in each room. good location for the airport. Listening staff.",The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Room,The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Negative,bad_room,noisy_room,poor_soundproof_room,hear_neighbor_moving,,,,,,,,,,,,,have_evident_noisy_room,have_evident_poor_soundproof_room,have_evident_hear_neighbor_moving,,,,,,,,,,,,,"noisy_room , poor_soundproof_room , hear_neighbor_moving , have_evident_noisy_room , have_evident_poor_soundproof_room , have_evident_hear_neighbor_moving",Claim,Yes,No,,,,
492,Good hotel for a short night departing / arriving from the airport ... But no more,"Hotel near the airport, ideal for a late arrival or a very early departure","bed duvet much too thick, we suffocate underneath! Very hard bed
 Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.
 Do not use this hotel other than for a stopover night near the airport",Location,"Hotel near the airport, ideal for a late arrival or a very early departure",Positive,good_location,near_airport,ideal_for_late_arrival ,ideal_for_early_departure,,,,,,,,,,,,,no_evident_not_near_airport,no_evident_not_ideal_for_late_arrival ,no_evident_not_ideal_for_early_departure,,,,,,,,,,,,,"near_airport , ideal_for_late_arrival  , ideal_for_early_departure , no_evident_not_near_airport , no_evident_not_ideal_for_late_arrival  , no_evident_not_ideal_for_early_departure",Claim,Yes,Yes,,,,
492,Good hotel for a short night departing / arriving from the airport ... But no more,"Hotel near the airport, ideal for a late arrival or a very early departure","bed duvet much too thick, we suffocate underneath! Very hard bed
 Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.
 Do not use this hotel other than for a stopover night near the airport",Room,"bed duvet much too thick, we suffocate underneath! Very hard bed. Noisy, due to the heavy use of tiling",Negative,bad_room,thick_bed_duvet,suffocate_underneatht_duvet,hard_bed,noise_from_tiling,,,,,,,,,,,,have_evident_thick_bed_duvet,have_evident_suffocate_underneatht_duvet,have_evident_hard_bed,have_evident_noise_from_tiling,,,,,,,,,,,,"thick_bed_duvet , suffocate_underneatht_duvet , hard_bed , noise_from_tiling , have_evident_thick_bed_duvet , have_evident_suffocate_underneatht_duvet , have_evident_hard_bed , have_evident_noise_from_tiling",,,,,,,
492,Good hotel for a short night departing / arriving from the airport ... But no more,"Hotel near the airport, ideal for a late arrival or a very early departure","bed duvet much too thick, we suffocate underneath! Very hard bed
 Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.
 Do not use this hotel other than for a stopover night near the airport",Location,"Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Negative,bad_location,noise_from_traveller_arriving_airport,noise_from_traveller_departing_airport,,,,,,,,,,,,,,have_evident_noise_from_traveller_arriving_airport,have_evident_noise_from_traveller_departing_airport,,,,,,,,,,,,,,,,,,,,,
492,Good hotel for a short night departing / arriving from the airport ... But no more,"Hotel near the airport, ideal for a late arrival or a very early departure","bed duvet much too thick, we suffocate underneath! Very hard bed
 Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.
 Do not use this hotel other than for a stopover night near the airport",Off,Do not use this hotel other than for a stopover night near the airport,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Exceptional,"nice, clean and neat. super sweet hosts",,Room,"nice, clean and neat. ",Positive,good_room,nice_room,clean_room,neat_room,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_clean_room,no_evident_not_neat_room,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
493,Exceptional,"nice, clean and neat. super sweet hosts",,Staff,super sweet hosts,Positive,good_staff,sweet_staff,,,,,,,,,,,,,,,no_evident_not_sweet_staff,,,,,,,,,,,,,,,,,,,,,,
494,Exceptional,"Very clean hotel
 Very kind staff
 Very close to the airport",,Facility,"Very clean hotel
",Positive,good_facility,clean_hotel,,,,,,,,,,,,,,,no_evident_not_clean_hotel,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
494,Exceptional,"Very clean hotel
 Very kind staff
 Very close to the airport",,Staff,Very kind staff,Positive,good_staff,kind_staff,,,,,,,,,,,,,,,no_evident_not_kind_staff,,,,,,,,,,,,,,,,,,,,,,
494,Exceptional,"Very clean hotel
 Very kind staff
 Very close to the airport",,Location,Very close to the airport,Positive,good_location,close_to_airport,,,,,,,,,,,,,,,no_evident_not_close_to_airport,,,,,,,,,,,,,,,,,,,,,,
495,Exceptional,clean close to the beach close to the field Intimate and quiet,,Location,clean close to the beach close to the field Intimate and quiet,Positive,good_location,clean_location,close_to_beach,close_to_field,intimate_location,quiet_location,,,,,,,,,,,no_evident_not_clean_location,no_evident_not_close_to_beach,no_evident_not_close_to_field,no_evident_not_intimate_location,no_evident_not_quiet_location,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
496,Great hotel close to the airport,"Great location close to the airport, friendly service and delicious breakfasts.",,Location,"Great location close to the airport, ",Positive,good_location,great_location,close_to_airport,,,,,,,,,,,,,,no_evident_not_great_location,no_evident_not_close_to_airport,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
496,Great hotel close to the airport,"Great location close to the airport, friendly service and delicious breakfasts.",,Staff,friendly service ,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,,,,,,,
496,Great hotel close to the airport,"Great location close to the airport, friendly service and delicious breakfasts.",,Food,and delicious breakfasts.,Positive,good_food,delicious_breakfast,,,,,,,,,,,,,,,no_evident_not_delicious_breakfast,,,,,,,,,,,,,,,,,,,,,,
497,Exceptional,"Perfect hotel.welcoming and helpful staff.the room was spacious.and clean.the restaurant is very varied.as well as the location close to the airport and the beach as well as many restaurants and snacks.I will resell with pleasure.I recommend the hotel 100%. and I thank Tony for his welcome and his smile, it's so rare.",,Facility,Perfect hotel.,Positive,good_facility,perfect_hotel,,,,,,,,,,,,,,,no_evident_not_perfect_hotel,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
497,Exceptional,"Perfect hotel.welcoming and helpful staff.the room was spacious.and clean.the restaurant is very varied.as well as the location close to the airport and the beach as well as many restaurants and snacks.I will resell with pleasure.I recommend the hotel 100%. and I thank Tony for his welcome and his smile, it's so rare.",,Staff,"welcoming and helpful staff.  and I thank Tony for his welcome and his smile, it's so rare.",Positive,good_staff,welcoming_staff,helpful_staff,smiling_staff,,,,,,,,,,,,,no_evident_not_welcoming_staff,no_evident_not_helpful_staff,no_evident_not_smiling_staff,,,,,,,,,,,,,,,,,,,,
497,Exceptional,"Perfect hotel.welcoming and helpful staff.the room was spacious.and clean.the restaurant is very varied.as well as the location close to the airport and the beach as well as many restaurants and snacks.I will resell with pleasure.I recommend the hotel 100%. and I thank Tony for his welcome and his smile, it's so rare.",,Room,the room was spacious.and clean.,Positive,good_room,spacious_room,clean_room,,,,,,,,,,,,,,no_evident_not_spacious_room,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,
497,Exceptional,"Perfect hotel.welcoming and helpful staff.the room was spacious.and clean.the restaurant is very varied.as well as the location close to the airport and the beach as well as many restaurants and snacks.I will resell with pleasure.I recommend the hotel 100%. and I thank Tony for his welcome and his smile, it's so rare.",,Food,the restaurant is very varied.,Positive,good_food,varied_restaurant,,,,,,,,,,,,,,,no_evident_not_varied_restaurant,,,,,,,,,,,,,,,,,,,,,,
497,Exceptional,"Perfect hotel.welcoming and helpful staff.the room was spacious.and clean.the restaurant is very varied.as well as the location close to the airport and the beach as well as many restaurants and snacks.I will resell with pleasure.I recommend the hotel 100%. and I thank Tony for his welcome and his smile, it's so rare.",,Location,as well as the location close to the airport and the beach as well as many restaurants and snacks.,Positive,good_location,close_to_airport,close_to_beach,close_to_restaurant,close_to_snack,,,,,,,,,,,,no_evident_not_close_to_airport,no_evident_not_close_to_beach,no_evident_not_close_to_restaurant,no_evident_not_close_to_snack,,,,,,,,,,,,,,,,,,,
