ID,Original Assumption,Assumption,Proposition,is phrase B contain any Contrary to phrase A? by maya,is phrase B contain any Contrary to phrase A? by Watanee,is phrase B contain any Contrary to phrase A? by YY,is phrase B contain any Contrary to phrase A? by Nonraphan,is phrase B contain any Contrary to phrase A? by Phanphum,is phrase B contain any Contrary to phrase A? by Nimmida,Vote
3915,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_need_improve_collaboration,,,,No,No,,No
3916,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_need_keep_update,,,,No,No,,No
3917,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,not_kind_staff,,,,Yes,No,Yes,Yes
3918,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,no_empathy_staff,,,,Yes,No,Yes,Yes
3919,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_fail_to_communicate_with_taxi,,,,Yes,Yes,,Yes
3920,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_fail_to_guest_request,,,,No,No,,No
3921,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_cannot_provide_double_bed,,,,No,No,,No
3922,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,offended_staff,,,,No,No,,No
3923,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_not_justify_booking_issue,,,,No,No,,No
3924,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
3925,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_enforce_cancellation_charge,,,,No,No,,No
3926,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
3927,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_not_provide_good_solution,,,,No,No,,No
3928,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_has_unaceptable_manner,,,,No,No,,No
3929,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_not_speak_Cypriot_language,,,,No,No,,No
3930,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,no_staff_at_night,,,,Yes,Yes,,Yes
3931,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_not_understand_English_well,,,,No,No,,No
3932,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,staff_cannot_give_bus_to_airport_information,,,,Yes,No,Yes,Yes
3933,no_evident_not_staff_arrange_ride_to_airport,staff_arrange_ride_to_airport,only_one_staff_wear_mask,,,,No,No,,No
3934,no_evident_not_availability_of_staff,availability_of_staff,staff_not_speak_English_properly,,,,No,No,,No
3935,no_evident_not_availability_of_staff,availability_of_staff,staff_clean_after_complaint,,,,No,No,,No
3936,no_evident_not_availability_of_staff,availability_of_staff,staff_should_learn_better_English,,,,No,No,,No
3937,no_evident_not_availability_of_staff,availability_of_staff,staff_need_improve_organization,,,,No,No,,No
3938,no_evident_not_availability_of_staff,availability_of_staff,staff_need_improve_collaboration,,,,No,No,,No
3939,no_evident_not_availability_of_staff,availability_of_staff,staff_need_keep_update,,,,No,No,,No
3940,no_evident_not_availability_of_staff,availability_of_staff,not_kind_staff,,,,No,No,,No
3941,no_evident_not_availability_of_staff,availability_of_staff,no_empathy_staff,,,,No,No,,No
3942,no_evident_not_availability_of_staff,availability_of_staff,staff_fail_to_communicate_with_taxi,,,,No,No,,No
3943,no_evident_not_availability_of_staff,availability_of_staff,staff_fail_to_guest_request,,,,No,No,,No
3944,no_evident_not_availability_of_staff,availability_of_staff,staff_cannot_provide_double_bed,,,,No,No,,No
3945,no_evident_not_availability_of_staff,availability_of_staff,offended_staff,,,,No,No,,No
3946,no_evident_not_availability_of_staff,availability_of_staff,staff_not_justify_booking_issue,,,,No,No,,No
3947,no_evident_not_availability_of_staff,availability_of_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
3948,no_evident_not_availability_of_staff,availability_of_staff,staff_enforce_cancellation_charge,,,,No,No,,No
3949,no_evident_not_availability_of_staff,availability_of_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
3950,no_evident_not_availability_of_staff,availability_of_staff,staff_not_provide_good_solution,,,,No,No,,No
3951,no_evident_not_availability_of_staff,availability_of_staff,staff_has_unaceptable_manner,,,,No,No,,No
3952,no_evident_not_availability_of_staff,availability_of_staff,staff_not_speak_Cypriot_language,,,,No,No,,No
3953,no_evident_not_availability_of_staff,availability_of_staff,no_staff_at_night,,,,Yes,Yes,,Yes
3954,no_evident_not_availability_of_staff,availability_of_staff,staff_not_understand_English_well,,,,No,No,,No
3955,no_evident_not_availability_of_staff,availability_of_staff,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
3956,no_evident_not_availability_of_staff,availability_of_staff,only_one_staff_wear_mask,,,,No,No,,No
3957,no_evident_not_staff_alway_help,staff_alway_help,staff_not_speak_English_properly,,,,No,No,,No
3958,no_evident_not_staff_alway_help,staff_alway_help,staff_clean_after_complaint,,,,No,No,,No
3959,no_evident_not_staff_alway_help,staff_alway_help,staff_should_learn_better_English,,,,No,No,,No
3960,no_evident_not_staff_alway_help,staff_alway_help,staff_need_improve_organization,,,,No,No,,No
3961,no_evident_not_staff_alway_help,staff_alway_help,staff_need_improve_collaboration,,,,No,No,,No
3962,no_evident_not_staff_alway_help,staff_alway_help,staff_need_keep_update,,,,No,No,,No
3963,no_evident_not_staff_alway_help,staff_alway_help,not_kind_staff,,,,Yes,Yes,,Yes
3964,no_evident_not_staff_alway_help,staff_alway_help,no_empathy_staff,,,,Yes,Yes,,Yes
3965,no_evident_not_staff_alway_help,staff_alway_help,staff_fail_to_communicate_with_taxi,,,,No,No,,No
3966,no_evident_not_staff_alway_help,staff_alway_help,staff_fail_to_guest_request,,,,No,No,,No
3967,no_evident_not_staff_alway_help,staff_alway_help,staff_cannot_provide_double_bed,,,,No,Yes,Yes,Yes
3968,no_evident_not_staff_alway_help,staff_alway_help,offended_staff,,,,Yes,No,Yes,Yes
3969,no_evident_not_staff_alway_help,staff_alway_help,staff_not_justify_booking_issue,,,,Yes,Yes,,Yes
3970,no_evident_not_staff_alway_help,staff_alway_help,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,Yes,No,Yes,Yes
3971,no_evident_not_staff_alway_help,staff_alway_help,staff_enforce_cancellation_charge,,,,Yes,No,Yes,Yes
3972,no_evident_not_staff_alway_help,staff_alway_help,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
3973,no_evident_not_staff_alway_help,staff_alway_help,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
3974,no_evident_not_staff_alway_help,staff_alway_help,staff_has_unaceptable_manner,,,,No,Yes,Yes,Yes
3975,no_evident_not_staff_alway_help,staff_alway_help,staff_not_speak_Cypriot_language,,,,No,No,,No
3976,no_evident_not_staff_alway_help,staff_alway_help,no_staff_at_night,,,,Yes,Yes,,Yes
3977,no_evident_not_staff_alway_help,staff_alway_help,staff_not_understand_English_well,,,,No,No,,No
3978,no_evident_not_staff_alway_help,staff_alway_help,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
3979,no_evident_not_staff_alway_help,staff_alway_help,only_one_staff_wear_mask,,,,No,No,,No
3980,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_not_speak_English_properly,,,,No,No,,No
3981,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_clean_after_complaint,,,,No,No,,No
3982,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_should_learn_better_English,,,,No,No,,No
3983,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_need_improve_organization,,,,No,No,,No
3984,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_need_improve_collaboration,,,,No,No,,No
3985,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_need_keep_update,,,,No,No,,No
3986,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,not_kind_staff,,,,No,Yes,Yes,Yes
3987,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,no_empathy_staff,,,,Yes,Yes,,Yes
3988,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_fail_to_communicate_with_taxi,,,,No,No,,No
3989,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_fail_to_guest_request,,,,No,No,,No
3990,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_cannot_provide_double_bed,,,,No,No,,No
3991,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,offended_staff,,,,No,Yes,Yes,Yes
3992,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_not_justify_booking_issue,,,,No,No,,No
3993,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
3994,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_enforce_cancellation_charge,,,,No,No,,No
3995,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
3996,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_not_provide_good_solution,,,,No,No,,No
3997,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_has_unaceptable_manner,,,,No,No,,No
3998,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_not_speak_Cypriot_language,,,,No,No,,No
3999,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,no_staff_at_night,,,,No,Yes,Yes,Yes
4000,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_not_understand_English_well,,,,No,No,,No
4001,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4002,no_evident_not_staff_give_family_atmosphere,staff_give_family_atmosphere,only_one_staff_wear_mask,,,,No,No,,No
4003,no_evident_not_staff_help_any_question,staff_help_any_question,staff_not_speak_English_properly,,,,No,No,,No
4004,no_evident_not_staff_help_any_question,staff_help_any_question,staff_clean_after_complaint,,,,No,No,,No
4005,no_evident_not_staff_help_any_question,staff_help_any_question,staff_should_learn_better_English,,,,No,No,,No
4006,no_evident_not_staff_help_any_question,staff_help_any_question,staff_need_improve_organization,,,,No,No,,No
4007,no_evident_not_staff_help_any_question,staff_help_any_question,staff_need_improve_collaboration,,,,No,No,,No
4008,no_evident_not_staff_help_any_question,staff_help_any_question,staff_need_keep_update,,,,No,No,,No
4009,no_evident_not_staff_help_any_question,staff_help_any_question,not_kind_staff,,,,No,Yes,Yes,Yes
4010,no_evident_not_staff_help_any_question,staff_help_any_question,no_empathy_staff,,,,Yes,Yes,,Yes
4011,no_evident_not_staff_help_any_question,staff_help_any_question,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4012,no_evident_not_staff_help_any_question,staff_help_any_question,staff_fail_to_guest_request,,,,Yes,No,Yes,Yes
4013,no_evident_not_staff_help_any_question,staff_help_any_question,staff_cannot_provide_double_bed,,,,No,No,,No
4014,no_evident_not_staff_help_any_question,staff_help_any_question,offended_staff,,,,No,No,,No
4015,no_evident_not_staff_help_any_question,staff_help_any_question,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4016,no_evident_not_staff_help_any_question,staff_help_any_question,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4017,no_evident_not_staff_help_any_question,staff_help_any_question,staff_enforce_cancellation_charge,,,,No,No,,No
4018,no_evident_not_staff_help_any_question,staff_help_any_question,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4019,no_evident_not_staff_help_any_question,staff_help_any_question,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
4020,no_evident_not_staff_help_any_question,staff_help_any_question,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
4021,no_evident_not_staff_help_any_question,staff_help_any_question,staff_not_speak_Cypriot_language,,,,No,No,,No
4022,no_evident_not_staff_help_any_question,staff_help_any_question,no_staff_at_night,,,,No,No,,No
4023,no_evident_not_staff_help_any_question,staff_help_any_question,staff_not_understand_English_well,,,,No,No,,No
4024,no_evident_not_staff_help_any_question,staff_help_any_question,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4025,no_evident_not_staff_help_any_question,staff_help_any_question,only_one_staff_wear_mask,,,,No,No,,No
4026,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_not_speak_English_properly,,,,No,No,,No
4027,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_clean_after_complaint,,,,No,No,,No
4028,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_should_learn_better_English,,,,No,No,,No
4029,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_need_improve_organization,,,,No,No,,No
4030,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_need_improve_collaboration,,,,No,No,,No
4031,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_need_keep_update,,,,No,No,,No
4032,no_evident_not_staff_help_any_problem,staff_help_any_problem,not_kind_staff,,,,No,Yes,Yes,Yes
4033,no_evident_not_staff_help_any_problem,staff_help_any_problem,no_empathy_staff,,,,Yes,Yes,,Yes
4034,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4035,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_fail_to_guest_request,,,,No,No,,No
4036,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_cannot_provide_double_bed,,,,No,No,,No
4037,no_evident_not_staff_help_any_problem,staff_help_any_problem,offended_staff,,,,No,Yes,Yes,Yes
4038,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
4039,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4040,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_enforce_cancellation_charge,,,,No,No,,No
4041,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4042,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_not_provide_good_solution,,,,Yes,Yes,,Yes
4043,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
4044,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_not_speak_Cypriot_language,,,,No,No,,No
4045,no_evident_not_staff_help_any_problem,staff_help_any_problem,no_staff_at_night,,,,No,Yes,Yes,Yes
4046,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_not_understand_English_well,,,,No,No,,No
4047,no_evident_not_staff_help_any_problem,staff_help_any_problem,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4048,no_evident_not_staff_help_any_problem,staff_help_any_problem,only_one_staff_wear_mask,,,,No,No,,No
4049,no_evident_not_patient_staff,patient_staff,staff_not_speak_English_properly,,,,No,No,,No
4050,no_evident_not_patient_staff,patient_staff,staff_clean_after_complaint,,,,No,No,,No
4051,no_evident_not_patient_staff,patient_staff,staff_should_learn_better_English,,,,No,No,,No
4052,no_evident_not_patient_staff,patient_staff,staff_need_improve_organization,,,,No,No,,No
4053,no_evident_not_patient_staff,patient_staff,staff_need_improve_collaboration,,,,No,No,,No
4054,no_evident_not_patient_staff,patient_staff,staff_need_keep_update,,,,No,No,,No
4055,no_evident_not_patient_staff,patient_staff,not_kind_staff,,,,No,No,,No
4056,no_evident_not_patient_staff,patient_staff,no_empathy_staff,,,,No,No,,No
4057,no_evident_not_patient_staff,patient_staff,staff_fail_to_communicate_with_taxi,,,,No,No,,No
4058,no_evident_not_patient_staff,patient_staff,staff_fail_to_guest_request,,,,No,No,,No
4059,no_evident_not_patient_staff,patient_staff,staff_cannot_provide_double_bed,,,,No,No,,No
4060,no_evident_not_patient_staff,patient_staff,offended_staff,,,,No,Yes,Yes,Yes
4061,no_evident_not_patient_staff,patient_staff,staff_not_justify_booking_issue,,,,No,No,,No
4062,no_evident_not_patient_staff,patient_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
4063,no_evident_not_patient_staff,patient_staff,staff_enforce_cancellation_charge,,,,No,No,,No
4064,no_evident_not_patient_staff,patient_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
4065,no_evident_not_patient_staff,patient_staff,staff_not_provide_good_solution,,,,No,No,,No
4066,no_evident_not_patient_staff,patient_staff,staff_has_unaceptable_manner,,,,No,No,,No
4067,no_evident_not_patient_staff,patient_staff,staff_not_speak_Cypriot_language,,,,No,No,,No
4068,no_evident_not_patient_staff,patient_staff,no_staff_at_night,,,,No,No,,No
4069,no_evident_not_patient_staff,patient_staff,staff_not_understand_English_well,,,,No,No,,No
4070,no_evident_not_patient_staff,patient_staff,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
4071,no_evident_not_patient_staff,patient_staff,only_one_staff_wear_mask,,,,No,No,,No
4072,no_evident_not_staff_give_family_room_as_requested,staff_give_family_room_as_requested,staff_not_speak_English_properly,,,,No,No,,No
4073,no_evident_not_staff_give_family_room_as_requested,staff_give_family_room_as_requested,staff_clean_after_complaint,,,,No,No,,No
4074,no_evident_not_staff_give_family_room_as_requested,staff_give_family_room_as_requested,staff_should_learn_better_English,,,,No,No,,No
